,Age,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,EmpWorkLifeBalance,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,Attrition,Actual_PerformanceRating,Predicted_PerformanceRating_Logistic_Regression,Predicted_PerformanceRating_Support Vector Classifier_1,Predicted_PerformanceRating_Support_Vector_Classifier_2,Predicted_PerformanceRating_Decision_Tree_Classifier,Predicted_PerformanceRating_Random_Forest_Classifier,Predicted_PerformanceRating_AdaBoost_Classifier,Predicted_PerformanceRating_Gradient_Boosting_Classifier,Predicted_PerformanceRating_Stacking_Classifier
361,46,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,2,2,4,82,3,3,3,No,14,3,2,8,4,No,3,3,3,3,3,3,3,3,3
362,55,Married,Research & Development,Manager R&D,Travel_Frequently,2,1,4,65,3,3,3,No,18,2,3,2,1,No,3,4,4,3,3,3,3,3,3
363,24,Single,Research & Development,Healthcare Representative,Travel_Rarely,1,2,2,45,2,2,1,No,12,2,2,3,1,No,2,2,2,2,4,2,3,2,2
364,45,Married,Development,Developer,Non-Travel,23,2,4,42,3,2,1,Yes,15,3,3,8,0,No,3,3,3,3,3,3,3,3,3
365,36,Single,Sales,Sales Executive,Non-Travel,8,4,1,76,2,3,1,No,15,2,3,7,0,No,3,3,3,3,3,3,3,3,3
366,31,Divorced,Development,Developer,Travel_Rarely,26,1,1,31,3,1,1,No,17,4,2,2,4,No,2,2,2,3,2,2,3,2,3
367,42,Married,Research & Development,Manager,Travel_Rarely,2,2,4,35,3,4,0,No,17,4,3,6,13,No,3,3,3,3,3,3,3,3,3
368,39,Married,Finance,Finance Manager,Travel_Rarely,12,3,4,66,3,2,4,No,21,3,3,4,1,No,4,4,4,4,4,4,4,4,4
369,29,Single,Research & Development,Research Scientist,Travel_Rarely,1,4,1,100,2,1,6,No,13,3,1,7,0,Yes,3,2,3,3,3,3,3,3,3
370,28,Single,Development,Developer,Travel_Rarely,1,2,1,67,1,1,7,Yes,13,4,3,7,3,Yes,3,2,2,3,2,3,3,3,3
371,48,Married,Research & Development,Manager R&D,Travel_Rarely,10,3,4,91,2,5,4,No,12,4,3,10,12,No,3,3,3,3,3,3,3,3,3
372,27,Single,Development,Developer,Travel_Rarely,7,3,4,55,2,2,8,No,19,1,1,6,0,No,3,4,4,3,3,3,3,3,3
373,32,Single,Research & Development,Senior Manager R&D,Non-Travel,29,4,4,69,3,1,9,No,12,2,3,7,7,No,3,3,3,3,3,3,3,3,3
374,42,Married,Research & Development,Manager R&D,Travel_Rarely,2,3,3,68,2,1,4,No,14,2,3,0,0,No,3,3,3,3,3,3,3,3,3
375,27,Single,Sales,Sales Executive,Travel_Rarely,2,3,4,74,3,2,1,Yes,11,1,3,4,0,No,3,3,3,3,3,3,3,3,3
376,23,Married,Development,Developer,Travel_Rarely,4,3,1,58,4,1,2,No,16,1,4,2,0,No,4,3,4,3,4,3,3,4,3
377,50,Married,Finance,Finance Manager,Travel_Frequently,20,5,2,41,3,4,2,Yes,15,3,3,8,12,No,2,2,2,2,2,2,2,2,2
378,27,Single,Sales,Sales Executive,Travel_Frequently,2,1,4,43,1,2,3,No,20,2,3,2,0,No,4,4,4,4,4,4,4,4,4
379,26,Married,Research & Development,Research Scientist,Travel_Frequently,2,3,1,57,3,1,6,Yes,14,2,3,2,1,Yes,2,2,2,2,2,2,3,2,2
380,57,Divorced,Development,Developer,Travel_Rarely,24,2,3,83,4,3,3,Yes,16,2,1,3,1,No,3,3,3,3,3,3,3,3,3
381,27,Married,Research & Development,Research Scientist,Travel_Rarely,6,3,4,55,2,1,1,No,13,3,3,2,2,No,3,3,3,3,3,3,3,3,3
382,38,Single,Sales,Sales Executive,Travel_Rarely,2,2,4,32,3,3,7,No,16,3,3,0,0,No,3,3,3,3,3,3,3,3,3
383,24,Married,Sales,Sales Executive,Travel_Rarely,4,1,4,42,3,2,1,Yes,12,3,3,4,0,No,3,3,3,3,3,3,3,3,3
384,40,Married,Sales,Sales Executive,Travel_Rarely,4,4,3,67,2,3,7,No,11,1,2,11,2,No,3,3,3,3,3,3,3,3,3
385,36,Divorced,Development,Developer,Travel_Rarely,9,2,2,48,2,2,2,Yes,11,3,3,2,0,No,3,3,3,3,3,3,3,3,3
386,51,Divorced,Sales,Manager,Travel_Frequently,9,3,4,83,3,5,4,Yes,24,1,2,10,11,No,4,4,4,4,4,4,4,4,4
387,36,Married,Development,Senior Developer,Travel_Rarely,27,3,3,94,3,2,6,No,13,2,2,7,7,No,3,3,3,3,3,3,3,3,3
388,47,Single,Research & Development,Laboratory Technician,Travel_Rarely,9,4,2,64,3,1,4,No,12,3,3,2,2,No,2,2,2,2,2,2,2,2,2
389,18,Single,Sales,Sales Representative,Travel_Frequently,5,3,2,69,3,1,1,Yes,14,4,3,0,0,Yes,3,3,3,3,3,3,3,3,3
390,28,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,3,3,4,93,3,3,0,No,17,2,2,7,1,No,3,3,3,3,3,3,3,3,3
391,19,Single,Development,Developer,Travel_Rarely,2,3,2,47,2,1,1,No,22,3,2,0,1,Yes,4,4,4,4,2,4,4,4,4
392,43,Married,Sales,Sales Executive,Travel_Frequently,2,4,1,92,3,2,1,No,20,3,3,7,7,No,2,2,2,2,2,2,2,2,2
393,25,Married,Development,Developer,Travel_Rarely,1,3,1,62,3,2,0,No,12,4,3,2,1,No,3,3,3,3,3,3,3,3,3
394,22,Divorced,Development,Senior Developer,Non-Travel,16,2,4,96,4,1,1,Yes,13,2,2,0,0,No,3,3,3,3,3,3,3,3,3
395,32,Single,Development,Developer,Travel_Rarely,1,1,4,71,3,1,1,No,13,4,3,0,0,No,3,3,3,3,3,3,3,3,3
396,36,Married,Sales,Sales Executive,Travel_Rarely,10,4,2,63,2,2,1,Yes,13,1,3,9,1,No,2,2,2,2,2,2,3,2,2
397,50,Divorced,Development,Developer,Non-Travel,2,4,1,98,3,4,1,No,11,4,3,6,14,No,3,3,3,3,3,3,3,3,3
398,52,Married,Development,Developer,Travel_Rarely,1,4,3,65,2,5,0,No,14,1,3,18,11,No,3,3,3,3,3,3,3,3,3
399,51,Single,Sales,Sales Executive,Travel_Rarely,21,4,3,71,3,2,0,Yes,22,4,1,7,1,No,3,4,4,3,3,4,4,3,4
400,59,Married,Development,Senior Developer,Travel_Rarely,3,3,3,81,4,1,4,Yes,20,1,2,0,0,No,4,3,4,4,4,4,4,4,4
401,44,Divorced,Human Resources,Human Resources,Travel_Rarely,1,3,3,44,3,1,4,Yes,18,1,3,2,2,No,3,3,3,3,3,3,3,3,3
402,46,Married,Sales,Sales Executive,Travel_Rarely,10,3,3,94,2,3,2,Yes,19,3,3,2,1,No,3,4,4,3,3,3,3,3,3
403,37,Single,Sales,Sales Executive,Travel_Rarely,3,3,3,87,3,3,2,No,12,1,3,3,1,No,3,3,3,3,3,3,3,3,3
404,47,Divorced,Development,Developer,Travel_Rarely,2,2,1,65,3,2,5,No,13,3,3,0,0,No,3,3,3,3,3,3,3,3,3
405,34,Divorced,Research & Development,Laboratory Technician,Travel_Frequently,19,3,3,46,3,2,4,No,13,3,4,8,5,No,3,3,3,3,3,3,3,3,3
406,37,Divorced,Human Resources,Human Resources,Travel_Rarely,8,2,3,89,3,2,2,No,13,3,2,0,4,No,3,3,3,3,3,3,3,3,3
407,52,Married,Development,Senior Developer,Travel_Rarely,1,2,4,70,3,4,2,No,15,2,2,8,7,No,3,3,3,3,3,3,3,3,3
408,43,Divorced,Development,Developer,Travel_Rarely,6,4,2,50,2,4,4,Yes,14,3,2,0,0,No,3,3,3,3,3,3,3,3,3
409,45,Single,Research & Development,Manager,Travel_Frequently,25,3,2,83,3,5,3,No,22,3,3,0,0,No,4,4,4,4,2,4,4,4,4
410,54,Married,Sales,Sales Executive,Travel_Rarely,2,4,3,41,2,3,6,No,11,2,3,4,7,No,3,3,3,3,3,3,3,3,3
411,51,Married,Sales,Sales Executive,Travel_Frequently,2,3,2,52,3,3,2,No,11,2,3,2,3,No,2,2,2,2,2,2,3,2,2
412,22,Married,Development,Developer,Travel_Rarely,6,1,1,69,3,1,0,No,20,4,3,2,2,No,3,2,3,3,2,4,3,3,4
413,28,Married,Development,Developer,Travel_Rarely,21,3,3,42,3,1,1,No,11,3,1,2,0,No,3,3,3,3,3,3,3,3,3
414,36,Single,Development,Technical Lead,Travel_Frequently,3,2,4,30,3,1,4,No,12,3,2,7,7,No,3,3,3,3,3,3,3,3,3
415,41,Single,Sales,Manager,Travel_Rarely,2,4,4,88,3,4,1,No,19,2,3,10,0,No,3,4,4,4,3,4,3,3,4
416,33,Married,Research & Development,Laboratory Technician,Travel_Rarely,28,4,2,79,3,2,1,Yes,12,2,3,14,5,No,2,2,2,2,3,2,2,2,2
417,46,Married,Research & Development,Manager R&D,Travel_Rarely,15,2,4,52,3,5,5,No,11,1,3,2,0,No,3,3,3,3,3,3,3,3,3
418,58,Divorced,Development,Developer,Travel_Frequently,2,1,4,57,2,1,9,Yes,14,4,2,0,0,Yes,3,3,3,3,3,3,3,3,3
419,50,Married,Research & Development,Senior Manager R&D,Travel_Rarely,2,4,2,62,3,5,2,Yes,11,4,2,1,7,No,3,2,2,2,3,3,3,3,2
420,31,Married,Research & Development,Research Director,Non-Travel,10,3,3,40,3,3,4,No,20,3,4,7,4,No,4,4,4,4,4,4,4,4,4
421,34,Single,Development,Developer,Travel_Rarely,1,4,2,72,4,1,2,No,16,3,3,2,1,No,3,3,3,3,3,3,3,3,3
422,31,Married,Sales,Sales Executive,Travel_Rarely,29,4,1,91,2,2,1,No,14,1,3,7,5,No,2,2,2,2,2,2,3,2,2
423,30,Married,Development,Developer,Travel_Rarely,1,1,4,55,2,2,1,Yes,12,3,2,8,3,No,3,3,3,3,3,3,3,3,3
424,52,Single,Sales,Sales Executive,Travel_Rarely,5,3,2,64,3,3,9,Yes,19,3,2,7,7,Yes,2,2,2,2,2,2,3,2,2
425,22,Married,Research & Development,Laboratory Technician,Travel_Rarely,8,1,2,94,1,1,1,No,15,1,2,3,1,No,2,2,2,2,2,2,2,2,2
426,56,Married,Research & Development,Senior Manager R&D,Travel_Frequently,9,3,1,63,3,1,2,No,19,2,3,4,0,No,3,4,2,3,3,3,3,3,4
427,54,Single,Human Resources,Manager,Non-Travel,26,3,4,30,4,4,2,Yes,12,3,3,3,4,No,3,3,3,3,3,3,3,3,3
428,53,Married,Sales,Sales Executive,Travel_Rarely,7,2,1,78,2,3,7,Yes,18,4,3,2,0,No,3,3,3,3,2,3,3,3,3
429,36,Married,Human Resources,Human Resources,Travel_Rarely,8,3,1,77,2,1,0,No,21,3,3,4,0,No,3,2,3,3,3,3,3,3,4
430,58,Divorced,Development,Senior Developer,Travel_Rarely,5,3,3,37,2,3,2,Yes,13,4,3,0,0,No,3,3,3,3,3,3,3,3,3
431,45,Married,Sales,Sales Executive,Non-Travel,2,4,3,67,3,2,4,No,22,2,4,7,5,No,4,4,4,4,4,4,4,4,4
432,19,Single,Sales,Sales Representative,Travel_Frequently,1,1,3,100,1,1,0,No,21,1,4,0,0,Yes,4,4,4,4,4,4,4,4,4
433,30,Married,Sales,Sales Executive,Travel_Rarely,16,1,4,96,3,2,8,No,15,3,2,1,2,No,3,3,3,3,3,3,3,3,3
434,40,Married,Research & Development,Manufacturing Director,Travel_Rarely,8,2,2,92,3,2,2,Yes,16,2,3,0,0,No,3,3,3,3,3,3,3,3,3
435,42,Married,Research & Development,Research Scientist,Non-Travel,10,4,3,38,3,1,3,No,22,2,2,3,3,No,4,4,4,4,4,4,4,4,4
436,37,Divorced,Sales,Sales Representative,Travel_Frequently,4,4,1,41,3,1,4,No,17,3,3,8,5,No,2,2,2,2,2,2,2,2,2
437,40,Single,Human Resources,Manager,Travel_Rarely,6,2,3,38,3,4,1,Yes,21,4,3,7,7,No,4,4,4,4,4,4,3,4,4
438,19,Single,Human Resources,Human Resources,Travel_Rarely,2,2,1,52,2,1,1,No,12,3,4,0,0,Yes,3,3,3,3,3,3,3,3,3
439,55,Married,Sales,Sales Executive,Travel_Rarely,1,2,1,70,3,3,3,No,14,4,3,0,1,No,3,3,3,3,3,3,3,3,3
440,33,Married,Development,Developer,Travel_Rarely,5,4,3,63,2,1,1,No,13,3,2,2,0,No,3,3,3,3,3,3,3,3,3
441,23,Married,Finance,Finance Manager,Travel_Rarely,10,3,4,45,4,1,2,No,16,4,3,2,2,No,3,3,3,3,3,3,3,3,3
442,34,Married,Sales,Sales Executive,Travel_Rarely,4,3,3,64,3,3,2,Yes,13,4,3,3,1,No,3,3,3,3,3,3,3,3,3
443,31,Divorced,Research & Development,Manager R&D,Travel_Rarely,2,1,4,59,1,1,1,Yes,11,3,3,0,0,No,3,3,3,3,3,3,3,3,3
444,34,Single,Development,Developer,Travel_Rarely,7,4,1,53,3,3,0,No,11,3,3,6,2,No,3,3,3,3,3,3,3,3,3
445,34,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,3,4,86,2,1,5,No,17,1,2,4,0,No,3,3,3,3,3,3,3,3,3
446,46,Divorced,Research & Development,Senior Manager R&D,Travel_Rarely,8,4,4,74,2,2,8,Yes,23,1,3,13,1,No,4,4,4,4,4,4,4,4,4
447,47,Married,Research & Development,Manager R&D,Non-Travel,14,4,3,64,3,2,8,No,18,3,4,7,1,No,3,4,4,4,3,3,3,3,3
448,36,Single,Sales,Sales Representative,Travel_Rarely,2,4,3,51,3,2,3,No,15,3,2,7,6,No,3,3,3,3,3,3,3,3,3
449,53,Single,Sales,Sales Executive,Travel_Rarely,24,4,1,66,3,3,6,Yes,13,2,2,2,2,Yes,2,2,2,2,2,2,2,2,2
450,38,Single,Development,Developer,Travel_Frequently,29,5,4,50,3,2,1,No,11,4,3,3,9,No,3,3,3,3,3,3,3,3,3
451,27,Married,Sales,Sales Representative,Travel_Rarely,11,3,3,98,4,1,8,No,14,2,3,0,0,No,3,3,3,3,3,3,3,3,3
452,48,Married,Data Science,Data Scientist,Travel_Rarely,20,4,4,51,3,1,4,No,17,1,2,0,0,No,3,3,3,3,3,3,3,3,3
453,49,Single,Sales,Sales Executive,Travel_Rarely,11,4,4,80,3,2,3,No,12,3,4,1,0,No,3,3,4,3,3,3,3,3,3
454,35,Married,Sales,Sales Representative,Travel_Rarely,7,1,4,76,3,1,1,No,13,1,3,0,0,No,3,3,3,3,3,3,3,3,3
455,30,Divorced,Sales,Sales Executive,Travel_Rarely,29,4,3,61,3,2,8,No,19,3,3,3,0,No,3,3,3,3,3,3,3,3,3
456,35,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,25,4,3,57,3,3,1,Yes,11,3,2,10,10,No,3,3,3,3,3,3,3,3,3
457,21,Single,Sales,Sales Representative,Travel_Rarely,5,1,3,58,3,1,1,Yes,11,4,3,2,1,No,3,3,3,3,3,3,3,3,3
458,54,Married,Research & Development,Research Scientist,Travel_Rarely,9,2,1,67,3,2,3,No,11,3,2,3,2,No,2,2,2,2,2,2,2,2,2
459,50,Divorced,Sales,Manager,Travel_Rarely,1,4,4,68,3,5,3,No,11,3,2,0,0,No,3,3,3,3,3,3,3,3,3
460,26,Married,Development,Developer,Travel_Rarely,6,3,3,71,3,1,1,Yes,13,3,3,2,0,No,3,3,3,3,3,3,3,3,3
461,35,Married,Finance,Finance Manager,Non-Travel,8,4,3,52,3,2,1,No,12,4,3,11,2,No,3,3,3,3,3,3,3,3,3
462,44,Single,Development,Developer,Travel_Rarely,4,3,4,50,3,2,9,No,12,4,2,2,2,No,3,3,3,3,3,3,3,3,3
463,43,Single,Sales,Sales Executive,Travel_Rarely,4,4,4,56,2,3,3,No,14,4,4,7,15,No,3,3,3,3,3,3,3,3,3
464,27,Divorced,Development,Developer,Travel_Rarely,5,1,3,42,2,3,1,Yes,16,2,3,8,0,No,3,3,3,3,3,3,3,3,3
465,35,Married,Development,Developer,Travel_Rarely,23,2,2,50,2,2,3,Yes,13,1,3,0,0,Yes,3,3,3,3,3,3,3,3,3
466,44,Married,Development,Technical Architect,Travel_Rarely,10,4,4,41,3,2,2,Yes,13,4,4,2,1,No,3,3,3,3,3,3,3,3,3
467,40,Single,Development,Developer,Travel_Frequently,16,4,1,51,2,2,6,No,14,4,3,0,0,No,3,3,3,3,3,3,3,3,3
468,30,Married,Development,Delivery Manager,Travel_Rarely,28,2,4,64,3,2,1,No,13,4,3,8,1,No,3,3,3,3,3,3,3,3,3
469,30,Married,Sales,Sales Executive,Non-Travel,22,4,3,69,3,3,0,No,11,3,3,8,7,No,3,3,3,3,3,3,3,3,3
470,38,Married,Human Resources,Human Resources,Travel_Frequently,10,4,3,71,3,2,3,No,11,3,3,3,1,No,3,3,3,3,3,3,3,3,3
471,26,Single,Development,Technical Architect,Travel_Rarely,25,3,1,48,1,1,1,No,12,3,2,0,0,Yes,3,3,3,3,3,3,3,3,3
472,27,Single,Research & Development,Research Scientist,Travel_Rarely,17,4,4,51,3,1,1,Yes,13,4,3,2,7,Yes,3,3,3,3,3,3,3,3,3
473,47,Single,Sales,Sales Executive,Travel_Frequently,27,2,2,77,4,2,4,Yes,12,4,3,4,1,Yes,3,2,2,2,3,2,3,3,2
474,53,Married,Development,Technical Lead,Travel_Rarely,3,4,3,45,3,4,3,Yes,16,4,2,3,1,No,3,3,3,3,3,3,3,3,3
475,37,Divorced,Development,Delivery Manager,Travel_Rarely,5,2,4,61,3,2,7,No,16,3,2,2,0,No,3,3,3,3,3,3,3,3,3
476,56,Single,Research & Development,Manager R&D,Travel_Rarely,24,2,1,97,3,1,1,No,16,4,3,2,1,Yes,2,2,2,2,2,2,2,2,2
477,31,Divorced,Sales,Manager,Travel_Rarely,7,3,3,44,2,3,9,No,21,3,2,4,0,No,4,4,4,4,4,4,4,4,4
478,25,Married,Sales,Sales Representative,Travel_Rarely,9,2,1,68,2,1,3,No,12,1,3,2,2,Yes,2,2,2,2,2,2,3,2,2
479,38,Married,Finance,Finance Manager,Travel_Rarely,2,2,4,54,2,3,3,Yes,19,4,4,4,0,No,3,4,4,3,4,4,4,3,4
480,55,Married,Research & Development,Manager R&D,Travel_Rarely,4,4,4,30,3,2,0,Yes,16,2,3,2,1,No,3,3,3,3,3,3,3,3,3
481,34,Divorced,Sales,Sales Executive,Travel_Rarely,13,4,4,39,3,3,1,No,18,3,2,7,1,No,3,3,2,3,3,3,3,3,3
482,39,Divorced,Research & Development,Healthcare Representative,Travel_Frequently,2,3,1,84,3,4,7,No,11,4,3,7,11,Yes,2,2,2,2,3,2,3,2,2
483,34,Married,Development,Senior Developer,Travel_Rarely,1,5,2,42,3,1,1,No,12,4,2,9,8,No,3,2,2,3,2,2,2,3,3
484,34,Married,Human Resources,Human Resources,Travel_Rarely,9,4,1,52,3,1,1,No,15,4,3,2,2,Yes,2,2,2,2,2,2,3,2,2
485,34,Married,Sales,Sales Executive,Travel_Rarely,9,1,2,70,3,2,1,No,20,1,2,5,1,No,2,2,2,2,2,2,2,2,2
486,33,Divorced,Development,Developer,Travel_Rarely,10,1,1,38,1,1,7,No,13,1,3,3,1,Yes,3,3,3,3,3,3,3,3,3
487,27,Married,Development,Developer,Travel_Frequently,1,1,3,60,2,2,5,No,19,3,3,2,2,No,3,4,4,3,3,3,3,3,3
488,29,Married,Development,Developer,Travel_Rarely,1,2,2,36,2,1,1,Yes,11,4,3,0,0,Yes,3,3,3,3,3,3,3,3,3
489,32,Married,Sales,Sales Executive,Travel_Rarely,7,3,4,91,2,2,1,No,14,3,2,8,4,No,3,3,3,3,3,3,3,3,3
490,45,Married,Development,Technical Lead,Travel_Frequently,7,4,1,77,4,2,4,No,17,4,3,2,0,No,4,3,4,3,2,4,3,3,3
491,27,Married,Sales,Sales Executive,Travel_Rarely,8,4,2,56,3,2,1,No,18,1,3,7,0,No,3,3,3,3,3,2,3,3,3
492,49,Divorced,Finance,Finance Manager,Travel_Rarely,16,3,4,74,3,1,4,Yes,16,2,2,2,2,No,3,3,3,3,3,3,3,3,3
493,38,Married,Development,Technical Lead,Travel_Rarely,2,4,4,88,3,2,9,No,14,2,3,0,0,No,3,3,3,3,3,3,3,3,3
494,41,Divorced,Data Science,Data Scientist,Travel_Rarely,19,2,3,36,3,2,2,No,16,1,2,0,0,No,3,3,3,3,3,3,3,3,3
495,32,Married,Sales,Sales Executive,Travel_Rarely,4,4,4,32,1,3,1,No,11,3,2,8,9,Yes,3,3,3,3,3,3,3,3,3
496,40,Married,Development,Developer,Travel_Rarely,2,3,2,78,2,2,6,No,22,2,3,0,0,No,4,4,4,4,4,4,4,4,4
497,34,Married,Sales,Sales Executive,Travel_Rarely,3,1,4,75,2,2,3,Yes,12,3,2,2,0,No,3,3,3,3,3,3,3,3,3
498,27,Married,Research & Development,Manufacturing Director,Travel_Rarely,4,3,2,87,4,2,1,Yes,20,2,3,2,0,No,3,3,3,3,3,3,3,3,3
499,23,Divorced,Sales,Sales Representative,Travel_Rarely,2,1,3,62,3,1,3,No,13,3,3,0,0,No,3,3,3,3,3,3,3,3,3
500,25,Married,Research & Development,Manager R&D,Travel_Rarely,4,1,4,32,3,1,1,Yes,15,2,4,7,5,Yes,3,3,3,3,3,3,3,3,3
501,35,Married,Sales,Sales Representative,Travel_Rarely,2,3,4,97,3,1,1,No,13,1,3,2,2,No,3,3,3,3,3,3,3,3,3
502,30,Single,Sales,Sales Representative,Travel_Rarely,9,3,2,89,3,1,1,No,13,3,2,0,0,Yes,3,3,3,3,3,3,3,3,3
503,40,Divorced,Research & Development,Research Director,Non-Travel,8,1,4,55,2,3,2,No,11,3,3,8,4,No,3,3,3,3,3,3,3,3,3
504,27,Married,Development,Developer,Travel_Rarely,2,1,1,40,3,1,9,No,12,4,3,2,2,No,2,3,2,3,2,2,3,2,3
505,36,Married,Finance,Finance Manager,Travel_Rarely,26,4,1,80,3,2,6,No,14,2,2,2,0,No,3,3,3,3,3,3,3,3,3
506,37,Single,Development,Technical Lead,Travel_Rarely,1,3,4,42,3,1,1,No,12,2,3,12,5,No,3,3,3,3,3,3,3,3,3
507,24,Married,Development,Developer,Travel_Rarely,23,3,2,89,4,1,1,Yes,11,2,3,5,1,No,3,3,3,3,3,3,3,3,3
508,20,Single,Sales,Sales Representative,Travel_Rarely,9,1,4,54,3,1,1,No,11,1,3,2,0,No,3,3,3,3,3,3,3,3,3
509,45,Married,Development,Developer,Non-Travel,4,2,3,57,3,2,1,No,12,2,2,7,0,No,3,3,3,3,3,3,3,3,3
510,35,Single,Research & Development,Research Scientist,Travel_Frequently,4,4,3,87,3,2,1,Yes,11,2,3,6,1,No,3,3,3,3,3,3,3,3,3
511,52,Married,Research & Development,Manufacturing Director,Travel_Frequently,28,2,4,59,4,4,2,Yes,11,2,2,3,0,No,3,3,3,3,3,3,3,3,3
512,28,Single,Research & Development,Laboratory Technician,Travel_Frequently,1,4,4,44,3,1,0,Yes,11,3,2,2,0,No,3,3,3,3,3,3,3,3,3
513,54,Married,Sales,Sales Executive,Travel_Rarely,3,3,4,52,3,2,2,No,14,4,3,2,0,No,3,3,3,3,3,3,3,3,3
514,29,Divorced,Research & Development,Manager R&D,Travel_Rarely,7,3,3,82,3,2,1,Yes,11,2,3,0,1,No,3,3,3,3,3,3,3,3,3
515,30,Single,Research & Development,Manufacturing Director,Non-Travel,9,2,3,72,3,2,7,Yes,18,3,3,4,1,No,3,3,3,3,3,3,3,3,3
516,54,Married,Research & Development,Research Scientist,Travel_Rarely,7,4,4,68,3,2,4,No,15,2,2,1,1,No,3,3,3,3,3,3,3,3,3
517,29,Married,Development,Senior Developer,Travel_Rarely,23,2,3,81,4,1,1,No,24,3,3,7,0,No,4,4,4,4,4,4,4,4,4
518,35,Married,Research & Development,Research Scientist,Travel_Frequently,18,4,3,80,3,2,1,Yes,14,4,4,2,0,No,3,3,3,3,3,3,3,3,3
519,45,Single,Research & Development,Manager R&D,Travel_Frequently,1,4,2,44,3,2,4,No,12,3,3,2,0,No,3,3,3,3,3,3,3,3,3
520,40,Married,Sales,Sales Executive,Travel_Frequently,5,4,4,48,2,3,5,Yes,21,3,3,13,1,No,4,4,4,4,4,4,4,4,4
521,27,Married,Sales,Sales Executive,Non-Travel,1,1,3,73,3,2,0,Yes,13,4,3,4,1,No,3,3,3,3,3,3,3,3,3
522,25,Married,Sales,Sales Executive,Travel_Rarely,3,1,3,98,3,2,1,Yes,18,4,3,3,0,No,3,3,3,3,3,3,3,3,3
523,18,Single,Research & Development,Manager R&D,Non-Travel,14,3,2,33,3,1,1,No,16,3,1,0,0,No,3,3,3,3,3,3,3,3,3
524,44,Single,Research & Development,Laboratory Technician,Non-Travel,5,3,3,90,2,1,3,No,14,4,3,2,0,No,3,3,3,3,3,3,3,3,3
525,58,Married,Development,Technical Lead,Travel_Rarely,9,3,2,75,2,1,4,Yes,20,2,2,0,0,No,4,3,4,3,2,4,4,4,4
526,27,Divorced,Finance,Finance Manager,Travel_Rarely,19,3,4,67,2,1,1,No,11,1,3,7,0,No,3,3,3,3,3,3,3,3,3
527,28,Married,Research & Development,Manager R&D,Travel_Rarely,2,1,1,67,2,1,0,No,17,1,1,3,0,No,3,3,3,3,3,3,3,3,3
528,43,Married,Development,Developer,Travel_Frequently,1,3,4,33,3,2,4,No,13,2,2,2,2,No,3,3,3,3,3,3,3,3,3
529,34,Married,Development,Developer,Travel_Rarely,1,2,2,83,2,1,1,Yes,13,4,3,5,1,No,3,3,3,3,3,3,3,3,3
530,41,Divorced,Sales,Sales Executive,Travel_Rarely,9,1,3,96,3,3,3,Yes,13,3,3,7,0,No,3,3,3,3,3,3,3,3,3
531,45,Divorced,Research & Development,Manager R&D,Travel_Rarely,20,3,2,95,1,3,2,Yes,18,2,3,7,0,No,3,3,3,3,3,3,3,3,3
532,31,Divorced,Sales,Sales Executive,Travel_Rarely,10,2,3,86,3,2,2,Yes,11,4,3,2,1,No,3,3,3,3,3,3,3,3,3
533,46,Married,Sales,Manager,Travel_Rarely,2,3,3,75,1,4,3,Yes,12,2,2,7,7,No,3,3,3,3,3,3,3,3,3
534,28,Married,Sales,Sales Executive,Travel_Rarely,2,4,2,81,3,2,1,Yes,20,1,3,7,7,No,3,2,2,2,4,4,3,3,2
535,29,Single,Sales,Sales Representative,Travel_Rarely,9,3,2,52,1,1,1,No,13,3,3,2,2,Yes,2,2,2,2,2,2,2,2,2
536,41,Single,Research & Development,Manufacturing Director,Travel_Rarely,7,2,4,42,3,2,6,No,14,2,3,2,2,No,3,3,3,3,3,3,3,3,3
537,49,Married,Sales,Sales Executive,Travel_Rarely,8,4,4,56,2,4,6,No,17,2,3,8,2,No,3,4,3,3,3,3,3,3,3
538,31,Married,Development,Developer,Travel_Frequently,20,3,1,66,3,3,3,No,12,1,3,0,0,Yes,3,3,3,3,3,3,3,3,3
539,55,Married,Research & Development,Healthcare Representative,Travel_Frequently,18,4,3,62,3,2,3,Yes,14,4,3,7,6,No,3,3,3,3,3,3,3,3,3
540,40,Married,Sales,Sales Executive,Travel_Rarely,1,2,2,57,1,2,2,Yes,22,3,2,3,0,No,3,4,4,4,3,4,4,3,3
541,26,Divorced,Development,Developer,Travel_Frequently,1,2,1,71,1,1,3,No,14,1,3,2,2,No,3,3,3,3,3,3,3,3,3
542,32,Married,Research & Development,Laboratory Technician,Travel_Frequently,13,3,3,77,2,1,1,No,20,3,3,2,2,No,4,4,4,4,4,4,3,4,4
543,38,Married,Development,Senior Developer,Travel_Rarely,1,3,4,80,3,3,1,No,13,2,3,12,5,No,3,3,3,3,3,3,3,3,3
